,Index,train_loss,vali_loss,test_loss
0,1,0.07918929600257998,0.052565955,0.06895091
1,2,0.05642642041368319,0.050625112,0.066510014
2,3,0.050321544879831176,0.04810662,0.063180864
3,4,0.04728145592528559,0.047415555,0.06303597
4,5,0.04614062357889244,0.04752178,0.06312409
5,6,0.044992163243672154,0.04714745,0.06317451
6,7,0.044862106547094466,0.046886165,0.06272411
7,8,0.0446430097058527,0.047051527,0.06285156
8,9,0.04454115091749791,0.04692954,0.06239506
9,10,0.04434291773548957,0.04667973,0.062818736
