,Index,train_loss,vali_loss,test_loss
0,1,0.07401941404834891,0.08812383,0.0659103
1,2,0.05646689889833945,0.07869183,0.06069763
2,3,0.05098953931714488,0.07383868,0.057966694
3,4,0.04879828908721383,0.073377535,0.05269214
4,5,0.04795435293532266,0.07225461,0.052677546
5,6,0.0472609680006455,0.07262556,0.05258309
6,7,0.046788329237632535,0.071503885,0.051805325
7,8,0.046616038077333,0.07111345,0.052802343
8,9,0.04698426030883182,0.070555404,0.052225776
9,10,0.046313450089219804,0.07010574,0.05206355
