,Index,train_loss,vali_loss,test_loss
0,1,0.04602589954846057,0.054729726,0.04885385
1,2,0.03625466078243105,0.048045173,0.043233987
2,3,0.031657369208099286,0.0422751,0.036661405
3,4,0.02932514037293561,0.04092349,0.036112886
4,5,0.02820341117306506,0.03976826,0.034522373
5,6,0.027695996029615512,0.040085506,0.035201725
6,7,0.027343604336652692,0.039369516,0.034337725
7,8,0.02718588765174455,0.0392602,0.034169614
8,9,0.027066938944001827,0.039062265,0.033987142
9,10,0.02697008259217415,0.039351933,0.03389465
