,Index,train_loss,vali_loss,test_loss
0,1,0.06042686858203974,0.08486367,0.06305407
1,2,0.044929497250903415,0.07083292,0.051855974
2,3,0.0381725485530797,0.07343769,0.050036572
3,4,0.035104653138792914,0.0680162,0.04569844
4,5,0.03293198689274239,0.06887674,0.045842625
5,6,0.03181666307751271,0.066526614,0.045134917
6,7,0.03148741640624929,0.067448646,0.04418207
7,8,0.031537150500223654,0.06884344,0.043896116
8,9,0.030937375476381528,0.06758191,0.04398854
9,10,0.0312550092492713,0.067855276,0.04405912
