,Index,train_loss,vali_loss,test_loss
0,1,0.11451332297608648,0.13774715,0.10665926
1,2,0.08011993104487322,0.12803267,0.09947384
2,3,0.07108558270005921,0.116408415,0.08904794
3,4,0.06738242285835386,0.11523029,0.086270176
4,5,0.06533722598314955,0.117289476,0.08547475
5,6,0.0647680697760332,0.116343476,0.08514339
6,7,0.06409176445325439,0.115763836,0.08432852
7,8,0.06361247269848312,0.115598336,0.08433061
8,9,0.06385040804325195,0.115202755,0.08437484
9,10,0.06388135668769311,0.11630041,0.08413083
