,Index,train_loss,vali_loss,test_loss
0,1,0.08369076360812348,0.04855663,0.06722269
1,2,0.04871591956665119,0.040700693,0.055790327
2,3,0.03839412498661083,0.035063017,0.049867585
3,4,0.03250615529660205,0.03444536,0.050009076
4,5,0.029938213912637603,0.03333998,0.049083218
5,6,0.02873048096658027,0.03280791,0.048500784
6,7,0.027945958259288736,0.032886215,0.048120987
7,8,0.027344914423545984,0.03242549,0.04780429
8,9,0.027348180034647833,0.0325232,0.047964025
9,10,0.027682930715940194,0.03229781,0.04789728
