,Index,train_loss,vali_loss,test_loss
0,1,0.10837375487923831,0.11871761,0.17078088
1,2,0.06799075204449204,0.11102135,0.15752102
2,3,0.057416224246519015,0.107676595,0.15530464
3,4,0.05313424513043536,0.103806004,0.15046856
4,5,0.050741408222153055,0.10226343,0.14804314
5,6,0.04953042744053202,0.10343519,0.14826937
6,7,0.04888771731289221,0.10201638,0.14811681
7,8,0.04852868285407866,0.10221573,0.14723378
8,9,0.04841802560340066,0.10134494,0.14711605
9,10,0.0483080311320149,0.101830944,0.14714772
