,Index,train_loss,vali_loss,test_loss
0,1,0.09404385838420427,0.1332024,0.09605597
1,2,0.0689018764131971,0.11136445,0.08397045
2,3,0.057175864720165955,0.10928264,0.08267008
3,4,0.05122769545861398,0.105284646,0.074988954
4,5,0.048581160249167615,0.105422,0.07524052
5,6,0.04726732818737682,0.10638107,0.07540475
6,7,0.046102359577008846,0.10332871,0.074367955
7,8,0.04601216062289499,0.10490708,0.07402567
8,9,0.045674077538626914,0.103787825,0.07471024
9,10,0.045850526911210034,0.10445455,0.07325666
