,Index,train_loss,vali_loss,test_loss
0,1,0.06486797655761688,0.07706246,0.06441855
1,2,0.04713183515862133,0.07102628,0.052267756
2,3,0.04159967739428027,0.068635374,0.048074376
3,4,0.038880967744364496,0.06841758,0.047216624
4,5,0.037116417427606574,0.06539242,0.04526597
5,6,0.03665695168873232,0.06524872,0.0444254
6,7,0.03611210657960355,0.064563945,0.043565262
7,8,0.03579640379768521,0.06517036,0.043865543
8,9,0.035817929704007365,0.06581857,0.043195415
9,10,0.03560767822274555,0.06338405,0.044290863
