,Index,train_loss,vali_loss,test_loss
0,1,0.090733011409484,0.07358555,0.08118177
1,2,0.06171686051843258,0.06811048,0.07624102
2,3,0.055549116841015905,0.06598195,0.07426964
3,4,0.05296048799112856,0.06560486,0.073260926
4,5,0.0516413237306882,0.06507604,0.07302575
5,6,0.05096454455328363,0.06453455,0.07261367
6,7,0.0505568386133682,0.065034114,0.07256719
7,8,0.05045344738836784,0.06491321,0.07225957
8,9,0.050364903245980926,0.06432238,0.07234313
9,10,0.050305533548491405,0.06461073,0.07224955
