,Index,train_loss,vali_loss,test_loss
0,1,0.035784771257774524,0.039211333,0.040371377
1,2,0.02594572442048467,0.032964997,0.033433836
2,3,0.022984351703383463,0.028392948,0.026542723
3,4,0.021573859826422116,0.027723514,0.024418067
4,5,0.020898442608611303,0.02776058,0.024976367
5,6,0.020665489499930193,0.026746813,0.024888119
6,7,0.020366511153733443,0.026628595,0.024097309
7,8,0.020273700064634463,0.026847908,0.02415068
8,9,0.020245668104311023,0.026387533,0.023811601
9,10,0.02016278646217042,0.026537927,0.024211133
