,Index,train_loss,vali_loss,test_loss
0,1,0.0720747253557489,0.1321311,0.056650203
1,2,0.046452414368935616,0.13562885,0.050580297
2,3,0.03809647894046765,0.1209646,0.039945763
3,4,0.034895513267251994,0.12209212,0.036818516
4,5,0.033504383341031375,0.12230703,0.035272118
5,6,0.032750951434929225,0.11694961,0.034532644
6,7,0.032531880739014404,0.11564993,0.03466727
7,8,0.03227711641623145,0.11679329,0.034212794
8,9,0.0320937872069612,0.11757382,0.03415925
9,10,0.03212692563403865,0.11594147,0.03389984
