,Index,train_loss,vali_loss,test_loss
0,1,0.027733325233169334,0.022305422,0.028702311
1,2,0.020809905919157306,0.020897126,0.027206676
2,3,0.018048997862504912,0.020886915,0.027345287
3,4,0.016904503292557174,0.019369472,0.02530202
4,5,0.01630194796190468,0.019115373,0.02523421
5,6,0.016051357995525015,0.018904816,0.02512024
6,7,0.015789204119715905,0.018911336,0.02510478
7,8,0.015715509050369208,0.018941429,0.024980886
8,9,0.015704922546687067,0.018843338,0.024936695
9,10,0.015701711208524118,0.018868687,0.025027206
