,Index,train_loss,vali_loss,test_loss
0,1,0.19152823034163505,0.12269642,0.039980635
1,2,0.17823815728177606,0.1114696,0.038861077
2,3,0.15954585144277653,0.109852694,0.037952345
3,4,0.15685801541496744,0.1044827,0.037189264
4,5,0.15885309510908474,0.10454302,0.037261497
5,6,0.15000825018345298,0.10531751,0.03710008
6,7,0.14537094210822615,0.108171344,0.036843617
7,8,0.1532659462356163,0.11041718,0.037267126
8,9,0.1446453043287632,0.110071756,0.037305236
9,10,0.1475897955701319,0.10480301,0.036731213
