,Index,train_loss,vali_loss,test_loss
0,1,0.09713165803153194,0.12086135,0.101387314
1,2,0.07838008055386696,0.11485939,0.091119066
2,3,0.07431099453613106,0.11322085,0.090784475
3,4,0.07279914523359765,0.11226885,0.08756938
4,5,0.07198314339424787,0.108577505,0.08526319
5,6,0.07165902610937977,0.10910587,0.08526304
6,7,0.0707682655419638,0.10967331,0.08528753
7,8,0.07073490952284595,0.1106414,0.08405071
8,9,0.0705898165116819,0.10910305,0.08533117
9,10,0.07079983584247948,0.109046765,0.085475616
