,Index,train_loss,vali_loss,test_loss
0,1,0.11346420806864005,0.1604851,0.32304007
1,2,0.07012318959982877,0.11615611,0.24893723
2,3,0.059550011523542334,0.10204197,0.22759227
3,4,0.05583813391653786,0.108932465,0.25507125
4,5,0.05294724984254953,0.11354082,0.2573006
5,6,0.052484782321957614,0.10702419,0.25762585
6,7,0.05130312717362736,0.10773945,0.25985265
7,8,0.050899338039956735,0.10835344,0.26128426
8,9,0.050779776822091935,0.10657386,0.2588343
9,10,0.05024682210011875,0.10823263,0.26008743
