,Index,train_loss,vali_loss,test_loss
0,1,0.4411526909677321,0.12804891,0.04340471
1,2,0.20275198477034778,0.12090867,0.043078765
2,3,0.16755364728316166,0.12165487,0.041289926
3,4,0.16833855958575267,0.12211027,0.041892253
4,5,0.16755657889541983,0.11857403,0.039395083
5,6,0.16084099767252433,0.11369914,0.039637875
6,7,0.16061473541243693,0.11781895,0.039334245
7,8,0.1478325297513984,0.11102493,0.039512195
8,9,0.16814016983100982,0.1122735,0.039362837
9,10,0.17023998202384166,0.11592661,0.039443444
