,Index,train_loss,vali_loss,test_loss
0,1,0.06632009657162628,0.03882039,0.0520957
1,2,0.05439123534335849,0.037430007,0.052451517
2,3,0.037870022834519325,0.034771558,0.047482334
3,4,0.03370206259288703,0.033644762,0.047363795
4,5,0.03131667805193794,0.03318824,0.0466466
5,6,0.03019834447945102,0.03225251,0.045681942
6,7,0.029933326640462832,0.032359686,0.04553332
7,8,0.02933102985669611,0.032398302,0.045281667
8,9,0.02947709696151121,0.032189235,0.045735788
9,10,0.029192616810764044,0.032303944,0.045414638
