,Index,train_loss,vali_loss,test_loss
0,1,0.10099101592819174,0.0836391,0.09391473
1,2,0.07355144852446718,0.0798603,0.09035052
2,3,0.06770407408475876,0.07831907,0.08926255
3,4,0.06528260495669984,0.07794443,0.08841198
4,5,0.06411899816752835,0.077656634,0.088249296
5,6,0.06345684244785901,0.077047765,0.087751456
6,7,0.06314949324953702,0.07693391,0.087729886
7,8,0.06298809133834772,0.07703052,0.08783699
8,9,0.0629339386233604,0.07724003,0.087796174
9,10,0.06285837288763556,0.07660951,0.087723285
