,Index,train_loss,vali_loss,test_loss
0,1,0.05011000779321354,0.032791816,0.047436457
1,2,0.037081868945854655,0.030881796,0.04523131
2,3,0.03279593317291598,0.029896673,0.043409307
3,4,0.029897833131393242,0.030590465,0.04395111
4,5,0.029389548528772055,0.029723706,0.043256633
5,6,0.02897002205099171,0.029299911,0.04299786
6,7,0.028631562919945418,0.029195447,0.04318628
7,8,0.027915357423716047,0.02906562,0.042614445
8,9,0.028712787332313226,0.02899988,0.042943723
9,10,0.028482858548533826,0.02936705,0.042748205
