,Index,train_loss,vali_loss,test_loss
0,1,0.03299150990967327,0.034130007,0.031797193
1,2,0.022573903913392635,0.030403808,0.02676452
2,3,0.019409652408074064,0.028258156,0.025181515
3,4,0.017878916406850076,0.027565008,0.024106156
4,5,0.017132315041450654,0.026382012,0.023470897
5,6,0.016690973301410342,0.026121091,0.023461139
6,7,0.016451207825787774,0.0261453,0.023139402
7,8,0.016367008928607322,0.026537651,0.023086546
8,9,0.01630919748880903,0.026192132,0.023118066
9,10,0.01621513672219719,0.026320446,0.02315798
