,Index,train_loss,vali_loss,test_loss
0,1,0.2055157234016425,0.13348517,0.055250812
1,2,0.1676927001295322,0.13699438,0.046999887
2,3,0.16039681619356486,0.125083,0.04387038
3,4,0.15805563524449687,0.12241688,0.042612314
4,5,0.15045062870940937,0.12949212,0.04191135
5,6,0.15320578984601854,0.13195686,0.041840814
6,7,0.15128542051989652,0.123451814,0.041465063
7,8,0.1490753336933941,0.13277286,0.04154479
8,9,0.14852617406855464,0.12604474,0.041153736
9,10,0.15099274573532484,0.1246618,0.041274108
