,Index,train_loss,vali_loss,test_loss
0,1,0.1918353666788394,0.12673025,0.04000969
1,2,0.16429291702499074,0.118073486,0.038892437
2,3,0.15554213166081318,0.10313828,0.036574036
3,4,0.14167086993639447,0.10804004,0.03607721
4,5,0.14680318808383194,0.106481455,0.035568804
5,6,0.13916624814803416,0.1134523,0.03596924
6,7,0.14075986309549818,0.10288357,0.036070243
7,8,0.14674441439268537,0.10237841,0.035985794
8,9,0.14091814938396305,0.09856032,0.036164217
9,10,0.14413535491558924,0.10886121,0.035810538
