,Index,train_loss,vali_loss,test_loss
0,1,0.029042391971224088,0.030263849,0.026298994
1,2,0.0203299967839297,0.026044078,0.024160365
2,3,0.01684716868775524,0.022917768,0.020647032
3,4,0.015177326285113393,0.021354806,0.019013438
4,5,0.014263061024836621,0.020242207,0.018644948
5,6,0.013857847503788542,0.019869857,0.017600527
6,7,0.013622207079383657,0.020019766,0.017753987
7,8,0.013387945810109792,0.01996439,0.01764448
8,9,0.013425636072811725,0.020082379,0.01757237
9,10,0.01335914649943559,0.019704388,0.017489847
