,Index,train_loss,vali_loss,test_loss
0,1,0.05275585462608156,0.06327513,0.056145076
1,2,0.0409848282170744,0.057257853,0.05051827
2,3,0.03694447099526059,0.051793877,0.04420098
3,4,0.03528707286216727,0.05175903,0.043431107
4,5,0.03435638128237638,0.048862647,0.04170925
5,6,0.03389156858731639,0.048439216,0.040979143
6,7,0.03373054508638664,0.049004257,0.0411314
7,8,0.03350140185146389,0.048861865,0.041225865
8,9,0.03356066856450274,0.048262436,0.04122203
9,10,0.03348434470272247,0.048630353,0.04114834
