,Index,train_loss,vali_loss,test_loss
0,1,0.08751833233075419,0.05614371,0.074964434
1,2,0.07039708125122478,0.05225638,0.06885056
2,3,0.06460742854726002,0.050779734,0.06767448
3,4,0.06226407601899199,0.050227568,0.06678547
4,5,0.06077530175754417,0.0499671,0.06693702
5,6,0.06014003486752733,0.049847353,0.06636702
6,7,0.05973297627538108,0.049835492,0.06636782
7,8,0.06003438036065646,0.049875226,0.066562764
8,9,0.05974109099012859,0.050029367,0.06642702
9,10,0.060042146495665506,0.04974542,0.06592769
