,Index,train_loss,vali_loss,test_loss
0,1,0.17813953542419142,0.27077106,0.117923535
1,2,0.0897889854142282,0.26898184,0.09642735
2,3,0.0719359301951494,0.2432003,0.077449135
3,4,0.0644507600266612,0.2465495,0.074443534
4,5,0.060740751971243026,0.24532166,0.075638056
5,6,0.058606588947918085,0.23209345,0.069799386
6,7,0.057740353682681864,0.23486246,0.06986901
7,8,0.05691237975093309,0.23626427,0.0690975
8,9,0.056937468925330526,0.23772494,0.06910058
9,10,0.05652594544718998,0.23327051,0.069179036
