,Index,train_loss,vali_loss,test_loss
0,1,0.024182035843258034,0.021033257,0.028392442
1,2,0.018668525406058286,0.019428667,0.026612941
2,3,0.01655312373018378,0.018788947,0.026230935
3,4,0.015396297208017072,0.018091112,0.025200963
4,5,0.014985575721172846,0.018085344,0.02542662
5,6,0.014726041313329974,0.017837305,0.025129251
6,7,0.014514538917358457,0.01788711,0.025235534
7,8,0.01449791947163524,0.017772792,0.025074717
8,9,0.014566729886382957,0.017698167,0.024929836
9,10,0.014572533390146638,0.017731264,0.025063554
