,Index,train_loss,vali_loss,test_loss
0,1,0.08919556171734458,0.11280155,0.09014941
1,2,0.0678560860622465,0.10200989,0.080726825
2,3,0.061015647406993286,0.09121382,0.07274445
3,4,0.05752203987443938,0.089216165,0.06769542
4,5,0.056092536725689854,0.0855269,0.06625197
5,6,0.0550678421914131,0.084409684,0.065367505
6,7,0.05442848218402613,0.08380966,0.0643588
7,8,0.05419579388273789,0.08396542,0.065037414
8,9,0.053906705935070576,0.08356011,0.06374026
9,10,0.054111793930276056,0.08306425,0.06403864
