,Index,train_loss,vali_loss,test_loss
0,1,0.029185874489444753,0.019889064,0.03969013
1,2,0.013932733186896798,0.01806174,0.037876572
2,3,0.008729219641047897,0.01502094,0.031617057
3,4,0.006962866813788396,0.012774671,0.024693327
4,5,0.006249150016237856,0.011803353,0.022744255
5,6,0.005827503500440562,0.0114184655,0.023346506
6,7,0.005589827461282316,0.011163351,0.022844827
7,8,0.005319673742579267,0.011246948,0.022889588
8,9,0.005320605534922674,0.011249577,0.023097904
9,10,0.005329500491767188,0.011240097,0.022949653
