,Index,train_loss,vali_loss,test_loss
0,1,0.02056760298946013,0.01788427,0.025249315
1,2,0.014975116014637973,0.016034177,0.023257257
2,3,0.01168549456417443,0.014713523,0.021494292
3,4,0.010265709289471544,0.0140002975,0.02079091
4,5,0.00942885561261634,0.013475396,0.02004389
5,6,0.009074739975415467,0.013357665,0.019938799
6,7,0.008839343119535454,0.013229468,0.019758616
7,8,0.008725368520054714,0.013153349,0.019780938
8,9,0.008697075123562301,0.013153177,0.019629983
9,10,0.00869985631197525,0.013112752,0.019772785
