,Index,train_loss,vali_loss,test_loss
0,1,0.04205346839915799,0.04340836,0.040551733
1,2,0.03064874670067897,0.036117278,0.032416467
2,3,0.026287925393323214,0.031802494,0.028272307
3,4,0.024315635660730698,0.030301796,0.026433175
4,5,0.023409519032397918,0.028234476,0.02500847
5,6,0.022989925895986203,0.027716698,0.024992382
6,7,0.02265304198251655,0.027485115,0.024485974
7,8,0.022558418911956975,0.027614953,0.024448514
8,9,0.022567031762373315,0.027331483,0.024288448
9,10,0.02241272938039116,0.027327267,0.024462812
