,Index,train_loss,vali_loss,test_loss
0,1,0.044469496402145814,0.05175884,0.047595967
1,2,0.03491177986926825,0.04584055,0.04090676
2,3,0.031754327187368245,0.043150797,0.03834471
3,4,0.03029293253388301,0.042464357,0.037383422
4,5,0.029574237085062537,0.041157223,0.03620154
5,6,0.029192949976415798,0.04144736,0.036697764
6,7,0.029106767943255195,0.04126927,0.035836626
7,8,0.029113414520942568,0.041003093,0.036018196
8,9,0.02890999848844558,0.041009262,0.035824936
9,10,0.028897927622609152,0.040781725,0.03604552
